Cstno,Age,Sex,Income,USE_Month,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct
714981483,50,F,Unknown,38,2808000,5137000,81
719373558,42,F,2천만원미만,36,6275000,4308000,75
823609383,43,F,2~4천만원미만,39,1438300,4528000,83
714408933,44,M,6~8천만원미만,36,10834000,2249000,51
713661933,44,F,2천만원미만,33,1522000,4835000,70
716218908,48,F,Unknown,39,2845000,2635000,43
818710233,41,F,2~4천만원미만,36,2329000,4382000,70
719463708,47,F,2~4천만원미만,34,2099000,4471000,80
817958733,42,F,Unknown,37,5099000,4025000,73
708397008,54,F,Unknown,43,3805000,4326000,67
720547533,47,F,Unknown,32,11438000,4346000,90
708780783,43,F,2~4천만원미만,33,2434000,4739000,76
758178558,44,F,Unknown,37,4703000,4127000,89
716237508,44,F,Unknown,36,5254000,4501000,64
714735033,45,F,2천만원미만,34,1438300,4376000,84
709726158,40,F,2천만원미만,26,2206000,5196000,92
770909433,50,F,2~4천만원미만,37,3600000,4946000,75
822121608,46,M,4~6천만원미만,42,7116000,4759000,81
717278808,37,F,2천만원미만,28,1788000,3511000,56
712640583,60,F,Unknown,51,7508000,4950000,70
716099958,39,F,2~4천만원미만,31,3333000,3348000,50
788772708,50,F,Unknown,31,13745000,4432000,61
712795833,34,F,2천만원미만,36,5021000,2270000,40
718892283,43,M,2~4천만원미만,34,4396000,4771000,78
720294258,40,F,2천만원미만,30,2558000,4635000,82
721181883,30,F,Unknown,18,9641000,4710000,75
712098033,38,F,Unknown,36,12621000,4945000,78
712593933,40,M,2~4천만원미만,36,2313000,2249000,42
711343233,53,F,2천만원미만,36,1438300,4551000,65
712394283,44,F,2천만원미만,30,1791000,5109000,79
790021233,52,F,2천만원미만,44,2300000,4287000,84
711890808,42,F,2천만원미만,36,2526000,4267000,72
714164808,42,F,2~4천만원미만,33,2918000,2056000,54
825850383,53,F,Unknown,49,6074000,4303000,77
789533133,45,M,4~6천만원미만,37,4995000,4389000,82
779523258,34,M,2~4천만원미만,17,3323000,4610000,78
719617758,56,F,2천만원미만,48,2464000,4610000,76
779858058,34,F,2천만원미만,18,2730000,4530000,72
710423358,35,F,Unknown,29,1438300,5249000,81
710500983,43,M,6~8천만원미만,34,4617000,1779000,35
711851583,50,M,8천만원이상,42,8220000,4794000,77
779405133,40,F,2천만원미만,29,5716000,4387000,79
719410083,49,F,2천만원미만,36,1635000,4807000,56
796196733,52,F,2~4천만원미만,46,4259000,4389000,80
711904008,40,M,4~6천만원미만,36,5869000,2203000,41
717666783,56,F,2천만원미만,46,2272000,2354000,49
719911458,49,F,2천만원미만,36,2598000,4396000,78
787506558,50,M,4~6천만원미만,38,10762000,4509000,71
719046558,39,M,4~6천만원미만,36,1982000,4313000,62
708291633,33,F,Unknown,21,4651000,5097000,79
720731808,52,F,2천만원미만,38,2437000,3068000,53
745124658,42,F,2천만원미만,35,2563000,4838000,70
789907533,49,M,6~8천만원미만,40,4576000,3100000,54
716466483,44,F,2~4천만원미만,34,2245000,4624000,87
715919283,39,F,2~4천만원미만,36,1776000,2201000,31
756736008,45,F,2천만원미만,38,2911000,4450000,62
772857558,47,M,4~6천만원미만,30,2257000,4618000,94
709246683,62,M,Unknown,36,18457000,3603000,69
714559458,46,M,4~6천만원미만,36,1681000,1953000,48
778405458,52,F,Unknown,32,1461000,4633000,80
772150983,48,F,2천만원미만,37,2363000,2635000,40
715128408,49,F,2천만원미만,36,1438300,4482000,67
717856983,42,F,Unknown,29,1840000,4515000,76
778231983,49,F,2~4천만원미만,39,7382000,4792000,65
823908858,51,M,6~8천만원미만,47,3861000,4816000,81
798011733,53,F,2천만원미만,47,1562000,4574000,81
717945108,49,F,2~4천만원미만,36,3088000,5095000,77
712560558,55,F,2천만원미만,42,1438300,4660000,87
711391308,46,F,2~4천만원미만,34,2168000,4584000,92
717688233,34,F,2~4천만원미만,28,2432000,4760000,69
721093608,44,M,2~4천만원미만,31,2197000,4548000,64
712669983,39,M,6~8천만원미만,30,10009000,4347000,75
790017858,47,F,2~4천만원미만,36,3979000,4598000,67
712012758,49,F,2천만원미만,41,2189000,4195000,81
720249183,46,F,Unknown,31,8243000,4503000,90
821813058,42,M,6~8천만원미만,38,11946000,4862000,77
778152108,31,F,2천만원미만,23,2239000,4986000,83
720563958,48,F,Unknown,38,4025000,4445000,92
719633508,52,F,2천만원미만,39,1663000,4875000,86
716689383,39,F,2~4천만원미만,26,3649000,3964000,77
711420258,43,F,2천만원미만,36,1438300,4432000,71
713177808,57,F,2천만원미만,51,2894000,5405000,87
708897408,46,M,4~6천만원미만,36,1621000,4719000,73
710855508,45,F,2천만원미만,33,2740000,4327000,70
710115108,45,F,2~4천만원미만,37,5562000,4568000,76
713920158,41,F,Unknown,36,13733000,1591000,30
715303608,46,F,2천만원미만,36,2374000,4253000,81
710897133,51,F,2천만원미만,36,2267000,4464000,85
772813458,48,F,Unknown,39,6130000,4264000,63
712998033,37,M,8천만원이상,36,7361000,2109000,44
712843983,41,F,2천만원미만,36,1569000,2288000,45
717947508,47,M,6~8천만원미만,34,1626000,5262000,83
719279208,35,F,2천만원미만,36,2158000,4946000,73
711365133,43,M,4~6천만원미만,31,2283000,5100000,76
720328008,57,F,2~4천만원미만,42,2542000,4518000,88
718183833,30,F,2천만원미만,18,1438300,4322000,68
717985158,47,M,2~4천만원미만,37,2335000,4267000,81
771928608,34,M,4~6천만원미만,23,2033000,4110000,74
713355708,41,F,Unknown,31,4739000,5238000,84
816761433,36,M,6~8천만원미만,31,5821000,5291000,96
714245358,47,F,2천만원미만,36,2182000,3935000,77
716313858,53,F,2천만원미만,36,3319000,4560000,84
714868608,52,F,2천만원미만,36,3021000,4105000,76
717273333,49,M,6~8천만원미만,37,29219000,4575000,84
711631158,52,F,2천만원미만,42,1438300,4664000,77
714127383,48,F,Unknown,36,4431000,2185000,48
790204983,46,F,Unknown,40,3131000,4507000,93
822051858,26,F,2천만원미만,22,1486000,4535000,82
715144383,40,F,Unknown,36,6384000,4413000,83
717971208,39,F,2천만원미만,28,2077000,3647000,69
718829358,40,F,2~4천만원미만,32,1956000,4977000,76
779380908,51,M,6~8천만원미만,39,24462000,1709000,37
714144258,43,F,2천만원미만,34,2725000,4430000,66
797666358,46,F,2~4천만원미만,40,1474000,4452000,65
709965858,46,M,8천만원이상,28,9880000,4609000,80
779980758,58,M,4~6천만원미만,46,2467000,4744000,73
811775883,46,M,4~6천만원미만,41,5397000,4734000,96
799720158,50,M,6~8천만원미만,44,3370000,4726000,86
713011683,37,F,Unknown,24,11239000,2055000,43
713503983,55,F,2~4천만원미만,36,2240000,3623000,71
712137033,52,F,Unknown,45,2737000,4725000,63
715910883,48,F,2천만원미만,40,4170000,4532000,94
718142958,46,M,4~6천만원미만,27,21839000,5623000,94
719359458,49,F,2천만원미만,42,1991000,4527000,66
714869958,55,M,8천만원이상,36,29795000,3949000,71
771163533,52,F,2~4천만원미만,39,1438300,4617000,79
709028208,44,F,Unknown,37,24221000,3361000,63
719834208,42,M,4~6천만원미만,35,2131000,4264000,81
779305008,41,F,2천만원미만,23,2787000,4949000,76
714506583,48,F,2천만원미만,38,1438300,4601000,78
712677633,42,F,Unknown,31,2712000,2307000,28
708450033,43,F,2천만원미만,13,2605000,5298000,79
719606133,42,M,4~6천만원미만,31,5169000,4656000,88
789772983,49,M,6~8천만원미만,38,4694000,3798000,56
720656883,50,F,2천만원미만,40,1848000,4600000,69
718108758,43,M,4~6천만원미만,36,6039000,4538000,86
709408983,54,M,8천만원이상,42,5256000,5078000,91
771592458,48,F,2천만원미만,36,1708000,4880000,79
778932633,57,F,2천만원미만,40,1629000,4897000,83
708669408,54,M,4~6천만원미만,45,20401000,4637000,75
779947908,56,M,8천만원이상,45,3296000,4327000,66
716007708,48,M,8천만원이상,37,8956000,4814000,73
767574108,49,F,2천만원미만,43,1438300,4094000,64
720777558,46,F,2천만원미만,38,2671000,4519000,79
816841083,58,F,2천만원미만,53,2493000,4867000,90
778849908,59,F,2천만원미만,40,2687000,4697000,81
708745983,37,F,2~4천만원미만,36,2208000,4686000,81
713381433,38,F,2천만원미만,28,4196000,1868000,30
779404383,47,F,Unknown,36,12581000,4427000,76
718607883,41,M,6~8천만원미만,30,17890000,4831000,81
710542983,48,F,2천만원미만,21,1930000,5033000,87
709769283,36,F,Unknown,16,8513000,4162000,70
721253508,40,M,6~8천만원미만,36,9599000,4754000,84
801037833,38,M,6~8천만원미만,32,3192000,4236000,87
711452583,43,F,Unknown,36,2778000,4575000,60
716697708,61,F,Unknown,52,3293000,3121000,56
708176208,48,F,2~4천만원미만,36,7268000,4199000,80
716474358,43,F,2천만원미만,35,1721000,4853000,74
713121408,38,M,6~8천만원미만,30,3976000,4372000,69
794567133,52,F,2천만원미만,35,1954000,4897000,70
717609633,44,M,8천만원이상,32,12725000,4139000,58
708899283,40,F,Unknown,28,2690000,4917000,81
772415808,48,F,2~4천만원미만,38,2926000,4219000,78
716176683,46,M,6~8천만원미만,33,2371000,4460000,78
709245783,44,F,Unknown,27,7751000,4543000,90
720507108,42,F,2천만원미만,28,1601000,2339000,41
716751858,34,F,2천만원미만,36,2401000,2597000,40
712829808,39,M,4~6천만원미만,29,2187000,2031000,40
711900033,57,F,Unknown,46,4661000,5242000,81
712566258,40,F,Unknown,27,8494000,4486000,77
712732908,36,M,6~8천만원미만,36,2262000,4116000,84
717908208,43,F,2천만원미만,36,2525000,4859000,82
826136283,38,F,2천만원미만,34,2450000,4352000,66
778714833,36,F,Unknown,18,3926000,4890000,92
779302233,40,F,2천만원미만,22,1438300,2502000,45
778659108,51,F,Unknown,31,4789000,4718000,81
720374808,41,F,2천만원미만,34,2864000,4641000,78
719592483,43,F,Unknown,34,4607000,4825000,77
714702033,43,F,2천만원미만,34,1971000,5446000,75
717042333,53,F,2천만원미만,44,1473000,2836000,48
779122908,55,F,2~4천만원미만,37,3187000,4511000,82
710676483,38,F,2천만원미만,36,5589000,4064000,77
827712108,42,F,2천만원미만,38,2346000,4432000,72
769200858,34,F,2천만원미만,28,1438300,4626000,86
779114283,40,F,2천만원미만,22,1826000,4528000,65
771061008,40,F,2~4천만원미만,27,2208000,2659000,56
716201133,35,F,2천만원미만,36,1476000,4279000,76
817968783,51,F,2천만원미만,46,2927000,4670000,70
826480308,53,M,6~8천만원미만,49,4778000,5489000,74
720307683,43,F,2천만원미만,36,1438300,4484000,78
709618308,46,F,2~4천만원미만,40,16239000,3838000,48
710119233,37,M,8천만원이상,26,11726000,4186000,63
789419658,47,F,Unknown,38,1438300,4503000,89
789800358,45,F,2천만원미만,34,2647000,4730000,78
715466133,50,F,Unknown,40,2492000,4374000,75
717659883,46,F,Unknown,36,2418000,3541000,64
781942983,50,M,8천만원이상,44,17827000,5010000,88
712755783,49,F,2~4천만원미만,40,1438300,3886000,77
779551533,54,F,2천만원미만,39,1764000,4857000,92
714405183,47,F,2천만원미만,36,1776000,4295000,60
801783108,46,M,8천만원이상,40,1438300,4833000,69
779839758,47,F,Unknown,31,1491000,4634000,92
820648608,46,F,2천만원미만,41,2552000,4153000,79
787587033,42,F,2천만원미만,32,2996000,4463000,87
813967983,44,F,2~4천만원미만,39,1701000,4471000,71
718067658,53,F,Unknown,40,3998000,4223000,79
709952658,46,F,2천만원미만,33,3025000,4460000,62
720824883,48,F,2천만원미만,40,3251000,2483000,50
789631908,51,M,4~6천만원미만,45,3031000,4690000,85
789089958,57,M,4~6천만원미만,45,33211000,3662000,81
715847058,59,F,2천만원미만,36,1863000,2462000,40
721256808,35,F,2천만원미만,20,2691000,4365000,86
721269108,45,F,2천만원미만,33,2288000,4504000,87
712770408,42,F,2천만원미만,36,3413000,2285000,40
767958933,40,M,2~4천만원미만,34,15471000,3993000,77
779866458,40,F,2천만원미만,24,2038000,3513000,67
721246833,47,F,2천만원미만,36,1953000,4636000,70
710752233,43,F,2~4천만원미만,24,4430000,2742000,49
709813008,44,F,2천만원미만,35,3398000,4509000,93
710219658,48,F,Unknown,44,2021000,4633000,74
789121233,53,F,2천만원미만,41,2329000,4609000,76
715146558,34,F,2천만원미만,36,1696000,2325000,56
720205608,52,F,Unknown,36,4222000,4487000,77
778606308,45,M,6~8천만원미만,25,6614000,3016000,51
710438358,42,F,2천만원미만,35,3241000,2152000,43
712562433,48,F,2천만원미만,30,4204000,2316000,43
718186233,34,F,2천만원미만,26,3234000,3989000,71
713717283,40,F,2~4천만원미만,29,2473000,1738000,32
713822208,42,M,4~6천만원미만,33,4836000,1870000,45
710466633,55,F,2천만원미만,44,1438300,4755000,76
711153783,44,F,2천만원미만,36,1438300,4173000,70
718230933,45,M,2천만원미만,36,1438300,1253000,29
788885133,57,F,2천만원미만,42,12675000,3912000,63
711637458,44,F,2천만원미만,36,2228000,2523000,45
719532108,40,F,2천만원미만,31,2813000,4491000,68
757643733,42,F,2천만원미만,35,3223000,4916000,79
715122858,55,F,2~4천만원미만,36,2653000,5052000,81
708384033,45,F,2천만원미만,35,2745000,2466000,39
708273858,40,M,8천만원이상,30,34516000,3734000,80
803952408,52,F,2천만원미만,47,2516000,3987000,77
778394358,46,F,2천만원미만,26,1870000,4347000,88
713180433,56,F,Unknown,48,3934000,4837000,87
787458783,49,F,2천만원미만,35,3038000,4784000,83
720315933,53,F,2천만원미만,39,1982000,5136000,76
713677158,31,F,Unknown,22,1623000,2126000,45
739828308,55,M,8천만원이상,48,3088000,3906000,68
720959058,44,F,Unknown,33,8064000,4412000,67
718090233,56,F,Unknown,36,10016000,2804000,37
789939558,54,F,Unknown,45,4523000,5112000,87
714169908,53,F,2천만원미만,34,1944000,4921000,82
796145133,46,F,Unknown,40,6083000,4528000,86
789233808,38,F,Unknown,27,2425000,4568000,74
709071408,56,F,2~4천만원미만,37,2607000,4949000,74
815830083,53,F,2천만원미만,48,1953000,4253000,72
715932708,41,M,4~6천만원미만,36,5813000,4365000,75
715281933,43,F,2천만원미만,36,1438300,4401000,73
787529583,41,F,2~4천만원미만,30,1588000,2561000,61
717446208,62,F,2천만원미만,36,3749000,5083000,69
715236783,42,F,2~4천만원미만,36,3734000,4792000,87
804583833,56,F,Unknown,51,1796000,4316000,87
713772333,45,F,2천만원미만,34,3223000,1979000,38
715321983,33,F,2~4천만원미만,36,2748000,4314000,75
717773433,57,F,2천만원미만,45,2448000,5464000,98
778632933,49,F,2천만원미만,29,2548000,4702000,79
808527183,46,F,2천만원미만,41,1489000,4669000,94
714514008,38,F,Unknown,29,8953000,1982000,43
711669258,50,F,Unknown,36,3187000,2381000,47
797218233,51,F,2천만원미만,45,1757000,4550000,82
710612583,52,M,4~6천만원미만,36,2597000,5037000,80
712613808,45,F,Unknown,32,5999000,4283000,69
807173358,56,F,2천만원미만,51,3617000,5416000,76
778349883,56,F,2천만원미만,36,3219000,4188000,75
720592533,41,M,6~8천만원미만,31,19782000,2535000,44
714668433,51,F,2천만원미만,36,2522000,4122000,67
720967233,43,F,2천만원미만,29,3327000,4901000,88
718629858,42,F,Unknown,32,4708000,4597000,89
737962608,48,F,2천만원미만,41,3745000,4550000,78
778207083,53,M,6~8천만원미만,44,11561000,2153000,39
778781508,44,F,Unknown,32,8477000,2455000,41
714142158,59,F,2천만원미만,48,2120000,3882000,92
715390608,45,F,2천만원미만,39,2867000,5311000,81
715243458,45,F,2~4천만원미만,36,2293000,5047000,94
715418508,51,M,8천만원이상,36,8671000,4399000,72
711164508,49,F,Unknown,43,34516000,3941000,71
713239308,43,F,Unknown,36,2679000,4640000,85
712323183,38,M,6~8천만원미만,22,3224000,3738000,63
797410983,45,F,Unknown,39,1438300,5020000,83
721167783,54,M,6~8천만원미만,39,7773000,4272000,69
712130058,44,F,Unknown,36,8075000,2415000,41
714060408,57,F,Unknown,37,3052000,4210000,82
715515333,51,M,8천만원이상,42,7932000,4024000,92
806970033,48,M,2~4천만원미만,43,1753000,4588000,77
817337958,48,F,2천만원미만,33,5814000,3796000,74
788132208,53,F,2~4천만원미만,38,1989000,5070000,70
812653383,55,F,2~4천만원미만,50,1843000,4729000,92
709762908,52,F,Unknown,40,1438300,4991000,78
717114708,34,F,2~4천만원미만,26,2991000,4414000,77
767388783,43,M,4~6천만원미만,36,9560000,4601000,66
794719983,44,F,2천만원미만,38,2616000,2576000,42
778378983,54,F,2천만원미만,34,2939000,2476000,42
773275083,49,F,Unknown,37,3085000,4765000,79
719971458,49,M,6~8천만원미만,41,5275000,4213000,74
721001883,41,M,4~6천만원미만,30,1950000,3357000,47
778245633,43,F,Unknown,33,2341000,4356000,70
718535733,40,F,2천만원미만,25,3758000,4928000,79
711909933,54,M,6~8천만원미만,42,1621000,4815000,83
709253433,50,F,2~4천만원미만,41,10946000,2448000,58
719797758,56,F,2천만원미만,36,3422000,4922000,84
789420933,39,F,2천만원미만,30,3108000,4130000,87
709850508,33,F,2천만원미만,20,3202000,2917000,37
715335558,43,F,2천만원미만,36,1855000,4191000,81
711516783,47,F,2~4천만원미만,36,2155000,5441000,91
798917883,42,F,2천만원미만,36,4150000,4620000,76
721525758,45,M,6~8천만원미만,35,2226000,4928000,77
716249508,48,F,2~4천만원미만,36,1610000,4243000,85
716953083,53,F,Unknown,41,2046000,4228000,81
712448658,52,F,2천만원미만,36,1795000,2281000,55
711766758,42,F,2천만원미만,30,1531000,4373000,67
709432833,53,F,2천만원미만,36,1472000,4859000,73
719964933,50,F,2천만원미만,41,1438300,4550000,78
719857008,37,F,2~4천만원미만,36,2886000,4531000,81
758340108,39,F,2천만원미만,29,10024000,3906000,78
708276183,52,F,2천만원미만,45,1760000,1554000,35
716481408,38,F,2천만원미만,36,1461000,4769000,76
720590058,51,F,2~4천만원미만,36,8840000,2839000,47
789347133,38,F,2~4천만원미만,28,4468000,4690000,79
719112258,42,M,4~6천만원미만,35,2516000,4692000,79
717748608,35,F,2천만원미만,24,1555000,2252000,51
710740008,57,M,6~8천만원미만,39,1438300,5140000,82
716694108,42,M,8천만원이상,34,5195000,2682000,48
719372583,57,M,8천만원이상,36,17268000,4077000,90
719981508,37,M,Unknown,24,1649000,2574000,51
751350558,57,F,2천만원미만,50,1609000,4770000,85
715123983,43,F,2천만원미만,36,3342000,5848000,81
709250508,63,M,2천만원미만,56,6973000,4877000,88
716754783,43,M,8천만원이상,30,17228000,2229000,44
719025333,48,M,2~4천만원미만,42,1898000,3513000,59
718566858,46,F,2천만원미만,36,1438300,5005000,79
710675508,40,F,Unknown,28,2321000,5149000,98
818729208,52,M,4~6천만원미만,47,8185000,4525000,77
709068183,53,M,4~6천만원미만,42,3096000,4709000,87
715358283,57,F,2천만원미만,46,2129000,4509000,73
710966433,50,F,2천만원미만,36,2615000,3785000,67
708575058,46,F,2~4천만원미만,39,3157000,3300000,58
713929533,36,F,2천만원미만,36,1707000,2060000,52
714087258,49,F,2천만원미만,36,1838000,5156000,72
756383283,38,F,2천만원미만,31,5523000,4170000,80
720766908,40,F,2천만원미만,28,3021000,2814000,37
718133733,44,F,2천만원미만,36,7317000,4100000,76
720823458,59,F,2천만원미만,46,5218000,4658000,85
720027258,53,F,2천만원미만,40,1438300,4978000,73
807604233,54,M,6~8천만원미만,49,11114000,5044000,81
801786483,51,M,6~8천만원미만,45,10648000,4930000,89
789138258,45,F,2천만원미만,34,2976000,4799000,83
805524708,52,F,2천만원미만,47,6629000,2599000,50
779642733,42,F,2천만원미만,25,2812000,4823000,77
771735933,48,M,6~8천만원미만,36,10761000,4731000,82
789917208,40,F,2천만원미만,31,1968000,5087000,69
779608083,55,M,2천만원미만,44,3897000,3681000,62
711287733,45,M,2~4천만원미만,36,4721000,3856000,74
774675933,40,M,6~8천만원미만,34,34516000,3510000,62
716741508,33,F,2천만원미만,21,2831000,4460000,65
721106133,57,F,Unknown,36,2312000,5104000,82
716698608,51,M,6~8천만원미만,39,8924000,4441000,87
716299608,58,F,2천만원미만,36,1508000,1990000,31
718116933,53,F,2천만원미만,36,1438300,4704000,79
720513333,46,M,6~8천만원미만,39,21350000,4878000,78
802460433,57,F,Unknown,51,1438300,2607000,37
720482583,52,F,Unknown,43,10431000,4598000,69
719584608,40,M,2~4천만원미만,32,1438300,4215000,79
709477233,37,F,Unknown,36,2346000,4287000,79
719512983,47,F,2천만원미만,39,1438300,2295000,51
714923583,38,F,2천만원미만,36,2369000,1924000,48
779397183,42,F,2천만원미만,31,3659000,4068000,61
714671658,38,F,2천만원미만,31,2153000,4268000,85
779218233,47,F,2천만원미만,37,9430000,4115000,75
713456583,45,M,6~8천만원미만,37,34516000,3247000,70
790221633,44,F,2~4천만원미만,38,3897000,4627000,77
721299483,47,M,6~8천만원미만,32,11671000,4168000,71
711701958,48,M,4~6천만원미만,38,11367000,4175000,63
783573408,42,F,2~4천만원미만,36,2575000,5267000,83
709641933,42,F,2~4천만원미만,36,3433000,4504000,84
718755483,44,M,4~6천만원미만,36,7317000,5082000,86
720914358,46,F,2천만원미만,36,4416000,4894000,84
714811533,39,M,4~6천만원미만,32,1715000,5910000,91
719898108,57,F,2~4천만원미만,41,3667000,5322000,79
720719883,54,F,Unknown,41,1874000,2535000,55
780338733,50,F,2천만원미만,37,1438300,5102000,83
709810458,56,F,2천만원미만,44,1579000,4241000,72
821356083,54,F,2~4천만원미만,49,1626000,4830000,87
793428408,50,F,2천만원미만,44,1596000,5235000,76
746453583,56,F,2~4천만원미만,49,2604000,4498000,85
771799008,61,F,Unknown,50,3359000,4871000,79
719075883,38,F,2~4천만원미만,27,2363000,3904000,66
714986583,55,F,2천만원미만,46,4978000,5025000,62
753233733,38,M,6~8천만원미만,29,2155000,3781000,61
806914158,38,F,2~4천만원미만,33,4047000,2134000,34
812671758,47,F,Unknown,42,4345000,2458000,44
789191358,55,M,6~8천만원미만,44,1854000,4035000,80
772111083,50,M,6~8천만원미만,39,5384000,4338000,75
714961383,48,F,2천만원미만,36,1438300,4182000,81
817288458,33,F,2천만원미만,19,5141000,5859000,82
719163108,44,M,8천만원이상,31,3977000,4076000,62
713922183,52,M,8천만원이상,36,2507000,4461000,73
716443608,46,F,2천만원미만,36,7199000,4050000,78
827953683,41,M,4~6천만원미만,37,3786000,5369000,75
789678483,50,F,2천만원미만,37,13384000,4773000,77
793630083,39,M,8천만원이상,33,1726000,1804000,34
756306183,42,F,2천만원미만,35,2873000,4897000,71
736893108,33,F,2천만원미만,26,1438300,4196000,87
712900308,44,F,2천만원미만,34,1751000,2078000,37
798045708,42,F,2~4천만원미만,36,7434000,4182000,76
715657833,52,F,2천만원미만,41,1438300,4956000,89
712111608,59,F,2천만원미만,54,1438300,4919000,72
711792783,45,F,2~4천만원미만,26,2032000,4479000,80
716067333,61,M,Unknown,36,6959000,4553000,84
780660183,43,F,2천만원미만,32,8203000,2613000,46
720761208,59,M,8천만원이상,47,4789000,2496000,41
788794758,46,M,2~4천만원미만,28,2979000,2061000,38
711150333,40,F,2천만원미만,31,2391000,2857000,40
714418158,63,F,2천만원미만,56,7264000,3527000,69
713634108,45,F,Unknown,36,4348000,4293000,66
717231558,49,F,2천만원미만,43,3002000,4851000,74
711589758,42,M,4~6천만원미만,32,4162000,3967000,75
787481208,46,F,2천만원미만,34,2762000,5006000,78
715516458,42,F,2~4천만원미만,36,2705000,2602000,43
714998508,53,M,8천만원이상,36,3742000,5326000,62
713328108,60,F,2천만원미만,36,1671000,5189000,79
716229108,55,F,2천만원미만,46,3282000,4674000,84
820925433,50,F,2천만원미만,45,1529000,4751000,81
816129258,34,F,2천만원미만,29,2509000,4837000,74
808903308,54,F,2~4천만원미만,49,2471000,2519000,35
713809833,42,F,Unknown,32,9749000,4684000,86
713542008,48,F,2천만원미만,37,1438300,4236000,83
717385083,46,M,8천만원이상,35,4916000,4813000,87
708652908,47,F,2천만원미만,36,2291000,4498000,81
715644633,42,F,2~4천만원미만,34,1528000,5212000,88
708761733,52,F,Unknown,36,8279000,4419000,63
714600258,45,M,4~6천만원미만,36,5945000,3645000,70
823566408,44,F,2천만원미만,40,1438300,4625000,93
713373708,54,F,2천만원미만,36,1857000,2464000,57
708307533,42,M,4~6천만원미만,30,3086000,4129000,81
820085808,54,F,2천만원미만,49,2598000,4692000,86
716685033,38,F,2~4천만원미만,19,5559000,5344000,82
713063958,51,M,6~8천만원미만,39,7562000,5010000,85
708371733,41,F,2천만원미만,15,4662000,4931000,81
780277458,52,F,2천만원미만,38,2904000,4503000,89
797232183,42,F,2천만원미만,36,2676000,5020000,75
720789933,46,F,Unknown,32,5798000,5027000,82
808281483,46,F,2천만원미만,41,2665000,4249000,76
712968708,55,F,2~4천만원미만,47,2343000,5167000,78
711263058,29,F,2천만원미만,36,2763000,4660000,80
788813658,62,F,Unknown,45,10503000,4755000,88
721444758,47,F,2천만원미만,36,2780000,4980000,78
711448983,47,F,2천만원미만,34,2234000,2313000,37
712664658,35,F,2천만원미만,30,1649000,2549000,54
714237033,42,F,Unknown,36,5557000,2299000,39
718370733,48,F,Unknown,35,6074000,4504000,90
713726958,40,F,2천만원미만,21,1728000,2191000,38
794160408,46,F,Unknown,40,3044000,4747000,73
716009883,41,F,2~4천만원미만,28,8482000,4245000,74
711873033,35,F,Unknown,29,1438300,2549000,56
712715208,52,M,6~8천만원미만,44,3770000,2387000,51
778899708,56,F,2~4천만원미만,37,2963000,2919000,47
771865908,48,F,Unknown,37,11750000,2532000,48
716273133,41,F,2천만원미만,36,1593000,4853000,78
709927458,38,M,2~4천만원미만,20,10486000,4042000,77
715162608,48,F,2천만원미만,41,2168000,2499000,38
719862258,38,F,Unknown,28,5666000,5015000,90
788719533,53,M,6~8천만원미만,34,13679000,4060000,61
715566408,45,F,2천만원미만,36,2143000,4404000,77
717359208,57,F,2천만원미만,47,4945000,4037000,72
721410858,54,F,2천만원미만,36,1921000,4512000,90
779420583,45,F,2천만원미만,33,3001000,4662000,70
714222183,38,F,2~4천만원미만,36,2132000,4874000,78
709079883,45,F,2천만원미만,36,1663000,2729000,38
721406658,32,F,2천만원미만,36,1732000,2479000,43
713782608,46,F,2~4천만원미만,36,2652000,5329000,83
720236433,41,M,6~8천만원미만,22,5037000,4379000,67
785106933,51,F,Unknown,45,6519000,4505000,71
716673258,60,F,2천만원미만,36,2347000,3977000,83
708341958,31,F,2천만원미만,21,2061000,4480000,86
797150733,44,M,2~4천만원미만,38,1643000,1754000,39
718279983,49,F,Unknown,36,5039000,4770000,74
718548558,53,F,2천만원미만,42,2915000,4272000,70
780360558,33,F,2천만원미만,20,1507000,4698000,87
715012833,46,F,2천만원미만,36,3073000,4858000,77
772388508,43,F,Unknown,32,8314000,5028000,80
788199858,42,F,Unknown,34,2798000,5758000,87
769578108,40,M,4~6천만원미만,26,20929000,4001000,76
719843958,46,M,8천만원이상,34,1754000,4874000,79
767197983,52,F,2천만원미만,45,4209000,5938000,83
711874833,45,M,2~4천만원미만,37,2449000,5497000,88
714930333,39,M,6~8천만원미만,30,4618000,2476000,49
720989133,41,F,2천만원미만,36,1654000,4596000,82
720893958,49,F,2천만원미만,36,1544000,4215000,53
769709058,60,M,4~6천만원미만,54,3618000,4228000,63
711005583,37,M,6~8천만원미만,24,3437000,5110000,76
826548708,50,M,6~8천만원미만,46,5965000,4637000,91
711093408,46,F,2천만원미만,33,2644000,4815000,83
712831908,59,F,2~4천만원미만,49,3481000,4556000,81
780222408,49,F,2천만원미만,36,3272000,4444000,83
714181008,35,F,2천만원미만,36,3019000,4509000,71
772346358,52,F,2천만원미만,41,1801000,5047000,79
717489033,27,F,2천만원미만,18,1438300,2641000,40
710969433,41,F,2천만원미만,31,2909000,4230000,68
715807383,45,F,2~4천만원미만,36,4688000,5248000,89
711807333,37,F,2천만원미만,26,1438300,3948000,84
816086508,47,F,2천만원미만,42,1438300,4624000,73
714424533,41,F,2천만원미만,36,1655000,2156000,37
779536233,47,F,2~4천만원미만,30,1438300,4669000,83
